,timestamp,open,high,low,close,volume
496,2023-01-11 12:00:00,392.62,393.045,392.32,392.74,2347483
495,2023-01-11 12:30:00,392.77,393.63,392.765,393.445,4225989
494,2023-01-11 13:00:00,393.45,393.54,392.96,393.189,2842184
493,2023-01-11 13:30:00,393.202,394.28,392.945,393.835,3508345
492,2023-01-11 14:00:00,393.845,394.12,393.39,393.64,2734764
491,2023-01-11 14:30:00,393.65,393.99,393.18,393.81,2494925
490,2023-01-11 15:00:00,393.83,394.56,393.765,394.3082,2867304
489,2023-01-11 15:30:00,394.3,394.92,394.23,394.575,5198169
488,2023-01-11 16:00:00,394.5815,395.6,394.03,395.5,15616281
487,2023-01-11 16:30:00,395.49,395.55,395.34,395.49,4624649
486,2023-01-11 17:00:00,395.45,395.68,395.45,395.68,558967
485,2023-01-11 17:30:00,395.57,395.8499,395.52,395.76,291184
484,2023-01-11 18:00:00,395.78,395.83,395.72,395.75,38681
483,2023-01-11 18:30:00,395.73,395.73,395.39,395.46,96268
482,2023-01-11 19:00:00,395.45,395.46,395.3,395.35,57782
481,2023-01-11 19:30:00,395.35,395.42,395.14,395.29,38333
480,2023-01-11 20:00:00,395.26,395.36,395.09,395.33,77043
479,2023-01-12 04:30:00,395.36,395.79,395.36,395.62,25736
478,2023-01-12 05:00:00,395.63,395.87,395.63,395.8,24344
477,2023-01-12 05:30:00,395.78,395.78,395.25,395.46,13221
476,2023-01-12 06:00:00,395.38,395.65,395.33,395.62,7132
475,2023-01-12 06:30:00,395.62,395.8,395.53,395.7,4841
474,2023-01-12 07:00:00,395.72,395.9,395.72,395.75,31141
473,2023-01-12 07:30:00,395.74,396.27,395.71,396.09,69106
472,2023-01-12 08:00:00,396.08,396.68,396.05,396.67,207851
471,2023-01-12 08:30:00,396.66,398.45,393.99,393.99,869027
470,2023-01-12 09:00:00,393.99,398.45,392.0,398.0,4370275
469,2023-01-12 09:30:00,398.05,398.78,395.43,396.67,1447131
468,2023-01-12 10:00:00,396.67,396.965,392.42,393.71,10474581
467,2023-01-12 10:30:00,393.73,396.895,393.64,395.92,8302908
466,2023-01-12 11:00:00,395.92,396.99,394.63,395.49,6508086
465,2023-01-12 11:30:00,395.51,396.18,394.36,395.7199,4693409
464,2023-01-12 12:00:00,395.72,396.54,394.74,396.36,2921675
463,2023-01-12 12:30:00,396.37,397.93,396.14,397.84,3678264
462,2023-01-12 13:00:00,397.85,398.126,397.45,397.755,4278344
461,2023-01-12 13:30:00,397.75,398.3899,395.9,396.18,5020711
460,2023-01-12 14:00:00,396.22,398.43,395.53,398.26,5406318
459,2023-01-12 14:30:00,398.27,398.485,397.3,397.46,3863469
458,2023-01-12 15:00:00,397.454,397.98,396.72,397.39,3560567
457,2023-01-12 15:30:00,397.3913,397.54,396.25,396.68,5507870
456,2023-01-12 16:00:00,396.685,397.16,395.86,396.94,9618612
